"kd_provinsi","nama_kampus","jenis_kampus","status_kampus"
"P006","STIKES Tuanku Tambusai ","SekolahTinggi","swasta"
"P002","STIKES Widya Husada Medan","SekolahTinggi","swasta"
"P004","STIKES Yarsi Sumatera Barat","SekolahTinggi","swasta"
"P003","STIKESMAS Abdi Nusa ","SekolahTinggi","swasta"
"P003","STIKESMAS Nusantara ","SekolahTinggi","swasta"
"P003","STIKESMAS Widya Dharma Palembang ","SekolahTinggi","swasta"
"P002","STIKOM Tunas Bangsa","SekolahTinggi","swasta"
"P008","STIP Graha Karya","SekolahTinggi","swasta"
"P002","STIPER Agrobisnis Perkebunan","SekolahTinggi","swasta"
"P004","STIPER Sawahlunto Sijunjung","SekolahTinggi","swasta"
"P003","STIPSI Abdi Nusa ","SekolahTinggi","swasta"
"P003","STIPSI Widya Dharma ","SekolahTinggi","swasta"
"P007","STIQ Kepulauan Riau","SekolahTinggi","swasta"
"P001","STIS Al-Hilal Sigli Kab. Pidie ","SekolahTinggi","swasta"
"P009","STIS Darussalam, Lampung Selatan, Lampung","SekolahTinggi","swasta"
"P001","STISIP Al Washliyah Banda Aceh ","SekolahTinggi","swasta"
"P003","STISIP Bina Marta ","SekolahTinggi","swasta"
"P007","STISIP Bunda Tanah Melayu","SekolahTinggi","swasta"
"P004","STISIP Imam Bonjol","SekolahTinggi","swasta"
"P008","STISIP Nurdin Hamzah","SekolahTinggi","swasta"
"P004","STISIP Padang","SekolahTinggi","swasta"
"P004","STISIP Pancasakti","SekolahTinggi","swasta"
"P006","STISIP Persada Bunda","SekolahTinggi","swasta"
"P003","STISIPOL Candradimuka ","SekolahTinggi","swasta"
"P009","STISIPOL Dharma Wacana","SekolahTinggi","swasta"
"P010","STISIPOL Pahlawan 12","SekolahTinggi","swasta"
"P007","STISIPOL Raja Haji","SekolahTinggi","swasta"
"P004","STIT Adzkia Padang","SekolahTinggi","swasta"
"P004","STIT Ahlussunnah Bukittinggi","SekolahTinggi","swasta"
"P008","STIT Al Falah","SekolahTinggi","swasta"
"P008","STIT Al-Azhar Diniyyah Muaro Bungo, Jambi","SekolahTinggi","swasta"
"P008","STIT Al-Falah Rimbo Bujang, Tebo, Jambi","SekolahTinggi","swasta"
"P002","STIT Al-Hikmah Tebing Tinggi Sumatera Utara","SekolahTinggi","swasta"
"P005","STIT Al-Quraniyah, Manna, Bengkulu Selatan","SekolahTinggi","swasta"
"P003","STIT Al-Qur`an Al-Ittifaqiah Ogan Ilir Sumatera Selatan ","SekolahTinggi","swasta"
"P002","STIT Al-Washliyah Binjai","SekolahTinggi","swasta"
"P002","STIT Ar-Raudhah","SekolahTinggi","swasta"
"P001","STIT Babussalam, Aceh Tenggara ","SekolahTinggi","swasta"
"P001","STIT Bustanul Arifin ","SekolahTinggi","swasta"
"P009","STIT Bustanul `Ulum Lampung Tengah","SekolahTinggi","swasta"
"P006","STIT Dar Aswaja Rokan Hilir","SekolahTinggi","swasta"
"P009","STIT Darul Fattah Bandar Lampung","SekolahTinggi","swasta"
"P008","STIT Darul Ulum, Sarolangun, Jambi","SekolahTinggi","swasta"
"P001","STIT Darussalam Lhokseumawe ","SekolahTinggi","swasta"
"P004","STIT Diniyyah Puteri Rahmah El-Yunusiyyah Kota Padang Panjang","SekolahTinggi","swasta"
"P002","STIT Gunung Tua, Padang Lawas Utara","SekolahTinggi","swasta"
"P002","STIT Hamzah Al-Fansuri Sibolga Barus Tapanuli Tengah","SekolahTinggi","swasta"
"P001","STIT Hamzah Fansuri Subulussalam Aceh ","SekolahTinggi","swasta"
"P009","STIT Ibnu Rusyd Kota Bumi Lampung Utara","SekolahTinggi","swasta"
"P008","STIT Kabupaten Tebo","SekolahTinggi","swasta"
"P003","STIT Misbahul Ulum Gumawang Belitang OKU Timur, Sumatera Selatan ","SekolahTinggi","swasta"
"P003","STIT Muara Enim, Sumatera Selatan ","SekolahTinggi","swasta"
"P001","STIT Muhammadiyah Aceh Barat Daya ","SekolahTinggi","swasta"
"P002","STIT Muhammadiyah Sibolga","SekolahTinggi","swasta"
"P009","STIT Multazam","SekolahTinggi","swasta"
"P003","STIT Nurul Huda Sukaraja OKU Timur, Sumatera Selatan ","SekolahTinggi","swasta"
"P003","STIT Pagar Alam, Sumatera Selatan ","SekolahTinggi","swasta"
"P009","STIT Pringsewu Lampung Selatan","SekolahTinggi","swasta"
"P001","STIT PTI Al-Hilal Sigli Kab. Pidie ","SekolahTinggi","swasta"
"P003","STIT Raudhatul Ulum, Sakatiga Indralaya, Kota Palembang, Sumatera Selatan ","SekolahTinggi","swasta"
"P004","STIT Syekh Burhanuddin Pariaman","SekolahTinggi","swasta"
"P001","STIT Syekhsaman Al-Hasan ","SekolahTinggi","swasta"
"P008","STIT YAPIMA Muara Bungo","SekolahTinggi","swasta"
"P004","STIT YPI Al-Yaqin Muaro Sijunjung, Sawahlunto","SekolahTinggi","swasta"
"P008","STIT YPI Kerinci","SekolahTinggi","swasta"
"P003","STIT YPI Lahat ","SekolahTinggi","swasta"
"P004","STIT YPI Payakumbuh","SekolahTinggi","swasta"
"P004","STITNU Sakinah Dharmasraya","SekolahTinggi","swasta"
"P004","STKIP Adzkia","SekolahTinggi","swasta"
"P004","STKIP Ahlussunnah","SekolahTinggi","swasta"
"P006","STKIP Aisyiyah Riau","SekolahTinggi","swasta"
"P008","STKIP Al Azhar Diniyyah Jambi","SekolahTinggi","swasta"
"P009","STKIP Al Islam Tunas Bangsa","SekolahTinggi","swasta"
"P001","STKIP Al-Washliyah ","SekolahTinggi","swasta"
"P001","STKIP An-nur Nangro Aceh ","SekolahTinggi","swasta"
"P002","STKIP Asy-Syafi iyah Internasional Medan","SekolahTinggi","swasta"
"P002","STKIP Barus Tapanuli Tengah","SekolahTinggi","swasta"
"P001","STKIP Bina Bangsa Getsempena ","SekolahTinggi","swasta"
"P001","STKIP Bina Bangsa Meulaboh ","SekolahTinggi","swasta"
"P002","STKIP Budidaya","SekolahTinggi","swasta"
"P001","STKIP Bumi Persada Lhokseumawe ","SekolahTinggi","swasta"
"P001","STKIP Citra Bangsa Aceh Utara ","SekolahTinggi","swasta"
"P009","STKIP Dharma Wacana","SekolahTinggi","swasta"
"P004","STKIP Dharmasraya","SekolahTinggi","swasta"
"P001","STKIP Gunung Leuser ","SekolahTinggi","swasta"
"P006","STKIP Insan Madani Airmolek ","SekolahTinggi","swasta"
"P002","STKIP Labuhan Batu","SekolahTinggi","swasta"
"P001","STKIP Muhammadiyah Aceh Barat Daya ","SekolahTinggi","swasta"
"P001","STKIP Muhammadiyah Aceh Tengah ","SekolahTinggi","swasta"
"P010","STKIP Muhammadiyah Bangka Belitung","SekolahTinggi","swasta"
"P009","STKIP Muhammadiyah Kotabumi","SekolahTinggi","swasta"
"P008","STKIP Muhammadiyah Muara Bungo","SekolahTinggi","swasta"
"P003","STKIP Muhammadiyah Pagaralam ","SekolahTinggi","swasta"
"P009","STKIP Muhammadiyah Pringsewu","SekolahTinggi","swasta"
"P008","STKIP Muhammadiyah Sungai Penuh","SekolahTinggi","swasta"
"P004","STKIP Nasional","SekolahTinggi","swasta"
"P002","STKIP Nias Selatan","SekolahTinggi","swasta"
"P003","STKIP Nurul Huda di Sukaraja ","SekolahTinggi","swasta"
"P006","STKIP Pahlawan Tuanku Tambusai ","SekolahTinggi","swasta"
"P002","STKIP Pangeran Antasari","SekolahTinggi","swasta"
"P002","STKIP Pelita Bangsa","SekolahTinggi","swasta"
"P004","STKIP Pesisir Selatan","SekolahTinggi","swasta"
"P009","STKIP PGRI Bandar Lampung","SekolahTinggi","swasta"
"P003","STKIP PGRI Lubuk Linggau ","SekolahTinggi","swasta"
"P009","STKIP PGRI Metro","SekolahTinggi","swasta"
"P004","STKIP PGRI Sumatera Barat","SekolahTinggi","swasta"
"P002","STKIP Riama","SekolahTinggi","swasta"
"P006","STKIP Rokania","SekolahTinggi","swasta"
"P003","STKIP Sera ","SekolahTinggi","swasta"
"P002","STKIP Tapanuli Selatan","SekolahTinggi","swasta"
"P002","STKIP Teladan Medan","SekolahTinggi","swasta"
"P009","STKIP Tunas Palapa","SekolahTinggi","swasta"
"P001","STKIP Usman Safri Kutacane ","SekolahTinggi","swasta"
"P004","STKIP Widyaswara Indonesia","SekolahTinggi","swasta"
"P004","STKIP Yayasan Abdi Pendidikan","SekolahTinggi","swasta"
"P004","STKIP YDB Lubuk Alung","SekolahTinggi","swasta"
"P008","STKIP YPM Bangko","SekolahTinggi","swasta"
"P001","STMIK Abulyatama ","SekolahTinggi","swasta"
"P006","STMIK Amik Riau","SekolahTinggi","swasta"
"P010","STMIK Atma Luhur","SekolahTinggi","swasta"
"P001","STMIK Bina Bangsa ","SekolahTinggi","swasta"
"P003","STMIK Bina Nusantara Jaya Lubuk Linggau ","SekolahTinggi","swasta"
"P002","STMIK Budi Darma","SekolahTinggi","swasta"
"P002","STMIK Citra Mandiri Padangsidimpuan","SekolahTinggi","swasta"
"P009","STMIK Dharma Wacana","SekolahTinggi","swasta"
"P006","STMIK Dharmapala Riau ","SekolahTinggi","swasta"
"P004","STMIK Dharmasraya","SekolahTinggi","swasta"
"P009","STMIK Dian Cipta Cendikia Kotabumi","SekolahTinggi","swasta"
"P006","STMIK Dumai","SekolahTinggi","swasta"
"P003","STMIK Global Informatika Mdp ","SekolahTinggi","swasta"
"P006","STMIK Hang Tuah Pekanbaru ","SekolahTinggi","swasta"
"P002","STMIK IBBI","SekolahTinggi","swasta"
"P001","STMIK Indonesia Banda Aceh ","SekolahTinggi","swasta"
"P004","STMIK Indonesia Padang","SekolahTinggi","swasta"
"P006","STMIK Indragiri ","SekolahTinggi","swasta"
"P002","STMIK ITMI Medan","SekolahTinggi","swasta"
"P004","STMIK Jaya Nusa","SekolahTinggi","swasta"
"P002","STMIK Kaputama","SekolahTinggi","swasta"
"P002","STMIK Kristen Neumann Indonesia","SekolahTinggi","swasta"
"P002","STMIK Logika","SekolahTinggi","swasta"
"P003","STMIK MBC Palembang ","SekolahTinggi","swasta"
"P002","STMIK Methodist Binjai","SekolahTinggi","swasta"
"P002","STMIK Mikroskil","SekolahTinggi","swasta"
"P009","STMIK Mitra Lampung","SekolahTinggi","swasta"
"P003","STMIK Muara Dua ","SekolahTinggi","swasta"
"P003","STMIK Musi Rawas ","SekolahTinggi","swasta"
"P008","STMIK Nurdin Hamzah","SekolahTinggi","swasta"
"P003","STMIK Palcomtech ","SekolahTinggi","swasta"
"P002","STMIK Pelita Nusantara","SekolahTinggi","swasta"
"P002","STMIK Potensi Utama","SekolahTinggi","swasta"
"P003","STMIK Prabumulih ","SekolahTinggi","swasta"
"P009","STMIK Pringsewu","SekolahTinggi","swasta"
"P007","STMIK Putera Batam","SekolahTinggi","swasta"
"P002","STMIK Sisingamangaraja XII","SekolahTinggi","swasta"
"P009","STMIK Surya Intan","SekolahTinggi","swasta"
"P009","STMIK Teknokrat","SekolahTinggi","swasta"
"P002","STMIK Time","SekolahTinggi","swasta"
"P002","STMIK Triguna Dharma","SekolahTinggi","swasta"
"P009","STMIK Tunas Bangsa","SekolahTinggi","swasta"
"P001","STMIK U budiyah Indonesia ","SekolahTinggi","swasta"
"P002","STP Dian Mandala Gunung Sitoli Nias Keuskupan Sibolga ","SekolahTinggi","swasta"
"P002","STP St. Bonaventura Delitua Medan ","SekolahTinggi","swasta"
"P002","STT Anugerah Sinagoge Medan ","SekolahTinggi","swasta"
"P006","STT ARASTAMAR RIAU ","SekolahTinggi","swasta"
"P002","STT Banua Niha Keriso Protestan Sundermann Nias ","SekolahTinggi","swasta"
"P003","STT Ebenhaezer Tanjung Enim ","SekolahTinggi","swasta"
"P007","STT IKAT di Batam","SekolahTinggi","swasta"
"P002","STT INJILI ARASTAMAR NIAS SELATAN ","SekolahTinggi","swasta"
"P003","STT Injili di Palembang ","SekolahTinggi","swasta"
"P002","STT Injili Indonesia Medan ","SekolahTinggi","swasta"
"P004","STT Kasih Mentawai","SekolahTinggi","swasta"
"P007","STT Krisba Batam","SekolahTinggi","swasta"
"P007","STT Lintas Budaya Batam","SekolahTinggi","swasta"
"P002","STT Oikumene Injili Sidikalang ","SekolahTinggi","swasta"
"P002","STT Sola Fide ","SekolahTinggi","swasta"
"P003","STT Sriwijaya Palembang ","SekolahTinggi","swasta"
"P002","STT TRINITY PARAPAT ","SekolahTinggi","swasta"
"P002","UCSI University","universitas","swasta"
"P006","Universitas Abdurrab","universitas","swasta"
"P001","Universitas Abulyatama ","universitas","swasta"
"P008","Universitas Adiwangsa Jambi","universitas","swasta"
"P009","Universitas Aisyah Pringsewu","universitas","swasta"
"P002","Universitas Al Washliyah","universitas","swasta"
"P002","Universitas Al-Azhar","universitas","swasta"
"P001","Universitas Al-Muslim ","universitas","swasta"
"P002","Universitas Alwashliyah","universitas","swasta"
"P002","Universitas Amir Hamzah","universitas","swasta"
"P004","Universitas Andalas","universitas","negeri"
"P002","Universitas Asahan","universitas","swasta"
"P002","Universitas Audi Indonesia","universitas","swasta"
"P002","Universitas Aufa Royhan","universitas","swasta"
"P004","Universitas Baiturrahmah","universitas","swasta"
"P009","Universitas Bandar Lampung","universitas","swasta"
"P010","Universitas Bangka Belitung","universitas","negeri"
"P007","Universitas Batam","universitas","swasta"
"P008","Universitas Batanghari Jambi","universitas","swasta"
"P002","Universitas Battuta","universitas","swasta"
"P003","Universitas Baturaja ","universitas","swasta"
"P005","Universitas Bengkulu","universitas","negeri"
"P003","Universitas Bina Darma ","universitas","swasta"
"P003","Universitas Bina Insan ","universitas","swasta"
"P002","Universitas Budi Darma","universitas","swasta"
"P004","Universitas Bung Hatta","universitas","swasta"
"P002","Universitas Darma Agung","universitas","swasta"
"P005","Universitas Dehasen Bengkulu","universitas","swasta"
"P004","Universitas Dharma Andalas","universitas","swasta"
"P004","Universitas Dharmas Indonesia","universitas","swasta"
"P002","Universitas Dharmawangsa","universitas","swasta"
"P002","Universitas Dian Nusantara","universitas","swasta"
"P008","Universitas Dinamika Bangsa","universitas","swasta"
"P002","Universitas Efarina","universitas","swasta"
"P004","Universitas Ekasakti","universitas","swasta"
"P004","Universitas Fort De Kock","universitas","swasta"
"P001","Universitas Gajah Putih ","universitas","swasta"
"P002","Universitas Graha Nusantara","universitas","swasta"
"P001","Universitas Gunung Leuser Aceh ","universitas","swasta"
"P002","Universitas Haji Sumatera Utara","universitas","swasta"
"P002","Universitas Harapan Medan","universitas","swasta"
"P002","Universitas HKBP Nommensen","universitas","swasta"
"P002","Universitas HKBP Nommensen Pematangsiantar","universitas","swasta"
"P003","Universitas IBA ","universitas","swasta"
"P002","Universitas IBBI","universitas","swasta"
"P007","Universitas Ibnu Sina","universitas","swasta"
"P002","Universitas Imelda Medan","universitas","swasta"
"P003","Universitas Indo Global Mandiri ","universitas","swasta"
"P007","Universitas Internasional Batam","universitas","swasta"
"P001","Universitas Iskandar Muda ","universitas","swasta"
"P006","Universitas Islam Indragiri","universitas","swasta"
"P001","Universitas Islam Kebangsaan Indonesia ","universitas","swasta"
"P006","Universitas Islam Kuantan Singingi","universitas","swasta"
"P002","Universitas Islam Labuhan Batu","universitas","swasta"
"P001","Universitas Islam Negeri Ar-Raniry Banda Aceh ","universitas","negeri"
"P004","Universitas Islam Negeri Imam Bonjol Padang","universitas","negeri"
"P003","Universitas Islam Negeri Raden Fatah Palembang","universitas","negeri"
"P009","Universitas Islam Negeri Raden Intan Lampung","universitas","negeri"
"P008","Universitas Islam Negeri Sulthan Thaha Saifuddin Jambi","universitas","negeri"
"P002","Universitas Islam Negeri Sumatera Utara Medan","universitas","negeri"
"P006","Universitas Islam Negeri Suska Riau","universitas","negeri"
"P003","Universitas Islam Ogan Komering Ilir Kayuagung ","universitas","swasta"
"P006","Universitas Islam Riau","universitas","swasta"
"P004","Universitas Islam Sumatera Barat","universitas","swasta"
"P002","Universitas Islam Sumatera Utara","universitas","swasta"
"P001","Universitas Jabal Ghafur ","universitas","swasta"
"P008","Universitas Jambi","universitas","negeri"
"P003","Universitas Kader Bangsa ","universitas","swasta"
"P007","Universitas Karimun","universitas","swasta"
"P002","Universitas Karo","universitas","swasta"
"P003","Universitas Katolik Musi Charitas ","universitas","swasta"
"P002","Universitas Katolik Santo Thomas","universitas","swasta"
"P002","Universitas Labuhanbatu","universitas","swasta"
"P009","Universitas Lampung","universitas","negeri"
"P006","Universitas Lancang Kuning","universitas","swasta"
"P004","Universitas Mahaputra Muhammad Yamin","universitas","swasta"
"P009","Universitas Malahayati","universitas","swasta"
"P001","Universitas Malikussaleh ","universitas","negeri"
"P007","Universitas Maritim Raja Ali Haji","universitas","negeri"
"P002","Universitas Medan Area","universitas","swasta"
"P009","Universitas Megou Pak Tulang Bawang","universitas","swasta"
"P002","Universitas Methodist Indonesia","universitas","swasta"
"P009","Universitas Mitra Indonesia","universitas","swasta"
"P004","Universitas Mohammad Natsir Bukittinggi","universitas","swasta"
"P008","Universitas Muara Bungo","universitas","swasta"
"P001","Universitas Muhammadiyah Aceh ","universitas","swasta"
"P010","Universitas Muhammadiyah Bangka Belitung","universitas","swasta"
"P005","Universitas Muhammadiyah Bengkulu","universitas","swasta"
"P008","Universitas Muhammadiyah Jambi","universitas","swasta"
"P009","Universitas Muhammadiyah Kotabumi","universitas","swasta"
"P009","Universitas Muhammadiyah Lampung","universitas","swasta"
"P009","Universitas Muhammadiyah Metro","universitas","swasta"
"P003","Universitas Muhammadiyah Palembang ","universitas","swasta"
"P009","Universitas Muhammadiyah Pringsewu","universitas","swasta"
"P006","Universitas Muhammadiyah Riau","universitas","swasta"
"P004","Universitas Muhammadiyah Sumatera Barat","universitas","swasta"
"P002","Universitas Muhammadiyah Sumatera Utara","universitas","swasta"
"P002","Universitas Muhammadiyah Tapanuli Selatan","universitas","swasta"
"P003","Universitas Musi Rawas ","universitas","swasta"
"P002","Universitas Muslim Nusantara Al-Washliyah","universitas","swasta"
"P009","Universitas Nahdlatul Ulama Lampung","universitas","swasta"
"P004","Universitas Nahdlatul Ulama Sumatera Barat","universitas","swasta"
"P002","Universitas Nahdlatul Ulama Sumatera Utara","universitas","swasta"
"P002","Universitas Negeri Medan","universitas","negeri"
"P004","Universitas Negeri Padang","universitas","negeri"
"P006","Universitas Pahlawan Tuanku Tambusai","universitas","swasta"
"P003","Universitas Palembang ","universitas","swasta"
"P006","Universitas Pasir Pengaraian","universitas","swasta"
"P005","Universitas Pat Petulai","universitas","swasta"
"P002","Universitas Pelita Harapan Medan","universitas","swasta"
"P002","Universitas Pembangunan Panca Budi","universitas","swasta"
"P002","Universitas Pembinaan Masyarakat Indonesia","universitas","swasta"
"P004","Universitas Perintis Indonesia","universitas","swasta"
"P003","Universitas PGRI Palembang ","universitas","swasta"
"P002","Universitas Potensi Utama","universitas","swasta"
"P002","Universitas Preston Indonesia","universitas","swasta"
"P002","Universitas Prima Indonesia","universitas","swasta"
"P005","Universitas Prof Dr Hazairin SH","universitas","swasta"
"P007","Universitas Putera Batam","universitas","swasta"
"P004","Universitas Putra Indonesia Yptk Padang","universitas","swasta"
"P002","Universitas Quality","universitas","swasta"
"P002","Universitas Quality Berastagi","universitas","swasta"
"P005","Universitas Ratu Samban","universitas","swasta"
"P006","Universitas Riau","universitas","negeri"
"P007","Universitas Riau Kepulauan","universitas","swasta"
"P001","Universitas Sains Cut Nyak Dhien ","universitas","swasta"
"P001","Universitas Samudra ","universitas","negeri"
"P001","Universitas Samudra Langsa ","universitas","swasta"
"P009","Universitas Sang Bumi Ruwa Jurai","universitas","swasta"
"P002","Universitas Sari Mutiara Indonesia Medan","universitas","swasta"
"P001","Universitas Serambi Mekkah ","universitas","swasta"
"P002","Universitas Setia Budi Mandiri","universitas","swasta"
"P002","Universitas Simalungun","universitas","swasta"
"P002","Universitas Sisingamangaraja XII","universitas","swasta"
"P002","Universitas Sisingamangaraja XII Tapanuli Utara","universitas","swasta"
"P003","Universitas Sjakhyakirti ","universitas","swasta"
"P003","Universitas Sriwijaya","universitas","negeri"
"P003","Universitas Sumatera Selatan ","universitas","swasta"
"P002","Universitas Sumatera Utara","universitas","negeri"
"P002","Universitas Sutomo","universitas","swasta"
"P001","Universitas Syiah Kuala ","universitas","negeri"
"P003","Universitas Tamansiswa ","universitas","swasta"
"P004","Universitas Tamansiswa Sumatera Barat","universitas","swasta"
"P009","Universitas Teknokrat Indonesia","universitas","swasta"
"P001","Universitas Teuku Umar ","universitas","negeri"
"P001","Universitas Teuku Umar Meulaboh ","universitas","swasta"
"P002","Universitas Tjut Nyak Dhien","universitas","swasta"
"P002","Universitas Tri Karya","universitas","swasta"
"P003","Universitas Tridinanti ","universitas","swasta"
"P009","Universitas Tulang Bawang","universitas","swasta"
"P001","Universitas Ubudiyah Indonesia ","universitas","swasta"
"P007","Universitas Universal","universitas","swasta"
